ID	Hospedador	Especie
KT427413	vertebrates,human	Flaviviridae,Pegivirus,Pegivirus H
KT454829	plants	Tolecusatellitidae,,Momordica yellow mosaic betasatellite
KT454830	plants	Tolecusatellitidae,,Momordica yellow mosaic betasatellite
KT834406	invertebrates,plants	Tymoviridae,Tymovirus,Tomato blistering mosaic tymovirus
KT862239	vertebrates	Genomoviridae,Gemygorvirus,Mallard associated gemygorvirus 1
KT862241	vertebrates	Genomoviridae,Gemycircularvirus,Fur seal associated gemycircularvirus 1
KT862244	vertebrates	Genomoviridae,Gemycircularvirus,Chicken associated gemycircularvirus 1
KT862246	vertebrates	Genomoviridae,Gemycircularvirus,Chicken associated gemycircularvirus 1
KT862247	vertebrates	Genomoviridae,Gemycircularvirus,Lama associated gemycircularvirus 1
KU159664	vertebrates,human	Flaviviridae,Pegivirus,Pegivirus H
KU159665	vertebrates,human	Flaviviridae,Pegivirus,Pegivirus H
KU198331	bacteria	Myoviridae,Pbunavirus,Pseudomonas virus SN
KU299046	fungi	Endornaviridae,Betaendornavirus,Sclerotinia sclerotiorum betaendornavirus 1
KU646513	vertebrates,human	Paramyxoviridae,Avulavirus,Avian avulavirus 13
KU743887	bacteria	Podoviridae,Phikmvvirus,Pseudomonas virus phiKMV
KU865500	vertebrates	Polyomaviridae,Betapolyomavirus,Pan troglodytes polyomavirus 8
KX266300	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266301	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266302	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266303	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266304	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266305	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266306	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266307	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266308	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266309	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266310	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266311	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266312	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266313	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266314	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266315	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266316	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266317	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266318	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266319	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266320	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266321	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266322	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266323	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266324	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266325	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266326	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266327	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266328	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266329	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266330	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266331	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266332	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266333	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266334	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266335	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266336	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266337	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266338	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266339	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266340	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266341	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266342	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266343	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266344	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266345	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266346	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266347	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266348	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266349	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266350	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266351	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266352	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266353	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266354	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266355	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266356	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266357	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266358	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266359	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266360	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266361	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266362	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266363	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266364	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266365	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266366	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266367	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266368	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266369	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266370	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266371	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266372	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266373	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266374	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266375	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266376	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266377	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266378	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266379	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266380	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266381	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266382	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266383	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266384	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266385	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266386	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266387	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266388	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266389	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266390	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266391	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266392	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266393	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266394	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266395	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266396	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266397	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266398	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266399	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266400	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266401	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266402	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266403	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266404	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266405	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266406	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266407	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266408	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266409	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266410	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266411	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266412	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266413	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266414	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266415	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266416	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266417	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266418	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266419	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266420	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266421	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266422	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266423	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266424	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266425	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266426	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266427	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266428	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266429	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266430	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266431	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266432	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266433	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266434	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266435	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266436	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266437	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266438	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266439	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266440	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266441	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266442	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266443	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266444	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266445	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266446	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266447	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266448	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266449	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266450	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266451	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266452	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266453	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266454	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266455	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266456	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266457	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266458	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266459	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266460	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266461	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266462	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266463	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266464	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266465	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266466	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266467	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266468	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266469	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266470	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266471	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266472	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266473	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266474	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266475	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266476	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266477	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266478	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266479	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266480	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266481	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266482	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266483	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266484	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266485	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266486	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266487	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266488	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266489	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266490	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266491	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266492	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266493	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266494	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266495	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266496	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266497	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266498	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266499	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266500	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266501	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266502	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266503	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266504	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266505	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266506	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266507	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266508	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266509	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266510	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266511	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266512	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266513	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266514	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266515	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266516	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266517	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266518	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266519	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266520	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266521	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266522	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266523	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266524	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266525	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266526	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266527	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266528	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266529	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266530	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266531	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266532	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266533	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266534	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266535	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266536	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266537	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266538	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266539	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266540	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266541	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266542	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266543	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266544	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266545	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266546	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266547	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266548	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266549	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266550	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266551	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266552	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266553	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266554	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266555	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266556	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266557	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266558	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266559	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266560	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266561	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266562	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266563	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266564	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266565	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266566	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266567	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266568	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266569	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266570	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266571	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266572	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266573	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266574	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266575	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266576	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266577	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266578	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266579	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266580	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266581	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266582	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266583	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266584	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266585	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266586	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266587	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266588	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266589	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266590	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266591	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266592	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266593	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266594	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266595	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266596	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266597	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266598	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266599	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266600	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266601	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266602	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266603	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266604	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266605	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266606	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266607	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266608	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266609	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266610	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266611	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266612	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266613	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266614	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266615	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266616	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266617	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266618	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266619	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266620	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266621	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266622	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266623	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266624	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266625	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266626	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266627	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266628	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266629	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266630	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266631	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266632	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266633	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266634	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266635	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266636	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX266637	bacteria	Microviridae,G4microvirus,Escherichia virus G4
KX302717	plants	Tolecusatellitidae,,Chili leaf curl betasatellite
KX369583	bacteria	Myoviridae,Bxz1virus,Mycobacterium virus Bxz1
KX369585	bacteria	Siphoviridae,Pg1virus,Mycobacterium virus Pg1
KX528230	vertebrates,human	Flaviviridae,Pegivirus,Pegivirus H
KX528231	vertebrates,human	Flaviviridae,Pegivirus,Pegivirus H
KX631921	vertebrates	Tilapinevirus,Tilapia tilapinevirus
KX631922	vertebrates	Tilapinevirus,Tilapia tilapinevirus
KX631923	vertebrates	Tilapinevirus,Tilapia tilapinevirus
KX631924	vertebrates	Tilapinevirus,Tilapia tilapinevirus
KX631925	vertebrates	Tilapinevirus,Tilapia tilapinevirus
KX631926	vertebrates	Tilapinevirus,Tilapia tilapinevirus
KX631927	vertebrates	Tilapinevirus,Tilapia tilapinevirus
KX631928	vertebrates	Tilapinevirus,Tilapia tilapinevirus
KX631929	vertebrates	Tilapinevirus,Tilapia tilapinevirus
KX631930	vertebrates	Tilapinevirus,Tilapia tilapinevirus
KX631931	vertebrates	Tilapinevirus,Tilapia tilapinevirus
KX631932	vertebrates	Tilapinevirus,Tilapia tilapinevirus
KX631933	vertebrates	Tilapinevirus,Tilapia tilapinevirus
KX631934	vertebrates	Tilapinevirus,Tilapia tilapinevirus
KX631935	vertebrates	Tilapinevirus,Tilapia tilapinevirus
KX631936	vertebrates	Tilapinevirus,Tilapia tilapinevirus
KY246476	vertebrates,human	Anelloviridae,,Torque teno Leptonychotes weddellii virus-1
KY246477	vertebrates,human	Anelloviridae,,Torque teno Leptonychotes weddellii virus-1
KY246478	vertebrates,human	Anelloviridae,,Torque teno Leptonychotes weddellii virus-1
KY246479	vertebrates,human	Anelloviridae,,Torque teno Leptonychotes weddellii virus-1
KY246480	vertebrates,human	Anelloviridae,,Torque teno Leptonychotes weddellii virus-1
KY246481	vertebrates,human	Anelloviridae,,Torque teno Leptonychotes weddellii virus-1
KY246482	vertebrates,human	Anelloviridae,,Torque teno Leptonychotes weddellii virus-1
KY246483	vertebrates,human	Anelloviridae,,Torque teno Leptonychotes weddellii virus-1
KY246484	vertebrates,human	Anelloviridae,,Torque teno Leptonychotes weddellii virus-1
KY246485	vertebrates,human	Anelloviridae,,Torque teno Leptonychotes weddellii virus-1
KY246486	vertebrates,human	Anelloviridae,,Torque teno Leptonychotes weddellii virus-1
KY246487	vertebrates,human	Anelloviridae,,Torque teno Leptonychotes weddellii virus-1
KY246488	vertebrates,human	Anelloviridae,,Torque teno Leptonychotes weddellii virus-1
KY246489	vertebrates,human	Anelloviridae,,Torque teno Leptonychotes weddellii virus-1
KY246490	vertebrates,human	Anelloviridae,,Torque teno Leptonychotes weddellii virus-1
KY246491	vertebrates,human	Anelloviridae,,Torque teno Leptonychotes weddellii virus-1
KY246492	vertebrates,human	Anelloviridae,,Torque teno Leptonychotes weddellii virus-1
KY246493	vertebrates,human	Anelloviridae,,Torque teno Leptonychotes weddellii virus-1
KY246494	vertebrates,human	Anelloviridae,,Torque teno Leptonychotes weddellii virus-1
KY246495	vertebrates,human	Anelloviridae,,Torque teno Leptonychotes weddellii virus-1
KY246496	vertebrates,human	Anelloviridae,,Torque teno Leptonychotes weddellii virus-1
KY246497	vertebrates,human	Anelloviridae,,Torque teno Leptonychotes weddellii virus-1
KY246498	vertebrates,human	Anelloviridae,,Torque teno Leptonychotes weddellii virus-1
KY246499	vertebrates,human	Anelloviridae,,Torque teno Leptonychotes weddellii virus-1
KY246500	vertebrates,human	Anelloviridae,,Torque teno Leptonychotes weddellii virus-1
KY246501	vertebrates,human	Anelloviridae,,Torque teno Leptonychotes weddellii virus-1
KY246502	vertebrates,human	Anelloviridae,,Torque teno Leptonychotes weddellii virus-1
KY246503	vertebrates,human	Anelloviridae,,Torque teno Leptonychotes weddellii virus-1
KY246504	vertebrates,human	Anelloviridae,,Torque teno Leptonychotes weddellii virus-1
KY246505	vertebrates,human	Anelloviridae,,Torque teno Leptonychotes weddellii virus-1
KY246506	vertebrates,human	Anelloviridae,,Torque teno Leptonychotes weddellii virus-1
KY246507	vertebrates,human	Anelloviridae,,Torque teno Leptonychotes weddellii virus-1
KY246508	vertebrates,human	Anelloviridae,,Torque teno Leptonychotes weddellii virus-1
